Stations_id,von_datum,bis_datum,Stationshoehe,geoBreite,geoLaenge
3558,20061201,20230410,41,52.5,9.4941
3560,20040301,20230410,230,50.3039,10.176
3564,20050201,20230410,35,53.4571,11.5687
3571,20080301,20230410,452,49.8174,11.8638
3572,20060109,20230410,330,50.3198,11.1104
3584,20040701,20230410,365,49.8135,6.5857
3589,20040601,20230410,162,50.2741,8.8653
3591,20040601,20230410,350,50.6743,6.424
3602,20051001,20230410,421,50.1749,6.77
3607,20041001,20230410,416,48.6106,12.4143
3612,20070401,20230410,25,52.6711,9.2229
3616,20040911,20230410,306,50.6603,7.805
3617,20050101,20230410,431,49.1658,12.2788
3621,20060101,20230410,435,48.8253,10.5067
3625,20040901,20230410,403,49.5568,7.0716
3631,19950901,20230410,12,53.7123,7.1519
3650,20041201,20230410,214,51.763,10.0416
3660,19950901,20230410,485,50.3602,6.8697
3667,20050301,20230410,369,49.4258,11.2539
3668,19950901,20230410,314,49.503,11.0549
3677,20040901,20230410,832,47.603,11.0607
3679,20061101,20230410,518,47.6187,12.1665
3681,20060105,20230410,426,49.9185,10.5963
3690,20061010,20230410,372,48.3862,8.1426
3700,20051101,20230410,472,50.2661,9.7727
3704,20061010,20230410,516,48.2851,8.5764
3714,20040901,20230410,896,47.5538,9.9406
3722,20050101,20230410,484,48.2443,11.5528
3729,20050419,20230410,748,47.5577,10.0938
3730,19950901,20230410,806,47.3984,10.2759
3734,20040701,20230410,230,49.128,9.3525
3739,20050301,20230410,596,49.4521,12.4365
3740,20080401,20230410,195,50.9933,13.9807
3761,19950901,20230410,276,49.207,9.5176
3795,20041201,20230410,49,51.7066,7.3564
3811,19950901,20230410,150,51.296,13.0928
3820,20071101,20230410,58,52.3656,8.2011
3821,19950901,20230410,244,51.0872,11.9293
3836,20060301,20230410,314,50.4538,10.2211
3844,20090701,20230410,305,51.9473,9.3998
3848,20050901,20230410,18,53.1403,9.1517
3849,20050301,20230410,667,47.9303,10.31
3853,20041101,20230410,3,53.3819,8.4493
3857,20050101,20230410,886,47.6362,10.3892
3875,20050101,20230410,549,49.151,11.6896
3881,20041101,20230410,12,53.142,14.1074
3886,20060111,20230410,420,49.7408,11.5528
3897,19950901,20230410,2,54.0893,10.8773
3904,20040901,20230410,152,49.5354,6.3789
3906,20040501,20230410,40,53.0952,11.8603
3911,20040701,20230410,305,50.6175,9.725
3913,20040701,20230410,43,52.3817,9.0176
3919,20040901,20230410,381,48.4252,12.9924
3925,20050901,20230410,332,48.9329,8.6973
3927,20040701,20230410,630,47.9345,9.2869
3939,20041001,20230410,385,49.1912,7.5879
3945,20050301,20230410,66,53.4584,12.2417
3946,19950901,20230410,387,50.4818,12.13
3948,20040901,20230410,443,49.649,11.4685
3950,20030418,20230410,380,49.1248,10.9731
3960,20040901,20230410,323,48.3952,13.3139
3965,20071201,20230410,5,54.1034,13.1533
