,weather_station,temperature,percipitation,month,day,hour,accidents,road_usage
1128,164,16.55,0.0,7,6,0,0,-0.94
1129,164,15.8,0.05,7,6,1,0,-1.1
1130,164,15.53,0.0,7,6,2,0,-1.12
1131,164,14.95,0.0,7,6,3,0,-1.12
1132,164,15.28,0.0,7,6,4,0,-1.06
1133,164,16.0,0.0,7,6,5,0,-0.92
1134,164,17.2,0.03,7,6,6,0,-0.37
1135,164,18.73,0.03,7,6,7,0,0.27
1136,164,20.35,0.15,7,6,8,1,0.26
1137,164,21.35,0.0,7,6,9,0,0.5
1138,164,21.15,0.03,7,6,10,1,0.92
1139,164,21.7,0.03,7,6,11,0,1.2
1140,164,22.73,0.0,7,6,12,0,1.16
1141,164,23.0,0.0,7,6,13,0,1.25
1142,164,23.42,0.0,7,6,14,0,1.39
1143,164,22.18,0.03,7,6,15,0,1.5
1144,164,22.3,0.0,7,6,16,0,1.4
1145,164,21.2,0.0,7,6,17,2,1.21
1146,164,20.38,0.0,7,6,18,0,0.83
1147,164,19.12,0.17,7,6,19,0,0.39
1148,164,18.4,0.0,7,6,20,1,-0.06
1149,164,17.5,0.0,7,6,21,0,-0.32
1150,164,17.15,0.0,7,6,22,0,-0.54
1151,164,16.93,0.0,7,6,23,0,-0.77
1152,164,16.75,0.0,7,7,0,0,-0.94
1153,164,15.95,0.0,7,7,1,0,-1.04
1154,164,15.1,0.0,7,7,2,0,-1.1
1155,164,14.35,0.0,7,7,3,0,-1.12
1156,164,14.32,0.0,7,7,4,0,-1.1
1157,164,15.38,0.0,7,7,5,0,-1.05
1158,164,17.55,0.0,7,7,6,0,-0.89
1159,164,19.45,0.0,7,7,7,0,-0.82
1160,164,21.3,0.0,7,7,8,0,-0.47
1161,164,22.1,0.0,7,7,9,0,0.18
1162,164,23.28,0.0,7,7,10,0,0.83
1163,164,24.32,0.0,7,7,11,0,1.28
1164,164,24.93,0.0,7,7,12,0,1.19
1165,164,24.73,0.07,7,7,13,0,1.1
1166,164,25.3,0.0,7,7,14,0,1.24
1167,164,25.62,0.0,7,7,15,0,1.11
1168,164,24.68,0.07,7,7,16,1,0.72
1169,164,23.65,0.3,7,7,17,0,0.58
1170,164,22.88,0.12,7,7,18,0,0.38
1171,164,21.1,0.0,7,7,19,0,-0.01
1172,164,19.45,0.0,7,7,20,0,-0.29
1173,164,18.73,0.0,7,7,21,0,-0.48
1174,164,16.62,0.0,7,7,22,0,-0.64
1175,164,15.68,1.3,7,7,23,0,-0.79
1176,164,17.52,0.0,8,1,0,0,-1.04
1177,164,17.52,0.0,8,1,1,0,-1.02
1178,164,16.6,0.0,8,1,2,0,-1.08
1179,164,15.95,0.0,8,1,3,0,-1.11
1180,164,15.52,0.0,8,1,4,0,-1.12
1181,164,16.48,0.0,8,1,5,0,-1.1
1182,164,18.3,0.0,8,1,6,0,-1.03
1183,164,19.88,0.0,8,1,7,0,-0.98
1184,164,21.48,0.0,8,1,8,0,-0.88
1185,164,22.2,0.0,8,1,9,0,-0.53
1186,164,22.95,0.0,8,1,10,1,-0.04
1187,164,24.12,0.05,8,1,11,0,0.4
1188,164,24.5,0.0,8,1,12,0,0.64
1189,164,25.52,0.03,8,1,13,0,0.75
1190,164,26.12,0.0,8,1,14,0,0.85
1191,164,26.27,0.0,8,1,15,0,0.81
1192,164,26.15,0.0,8,1,16,0,0.55
1193,164,24.7,0.23,8,1,17,0,0.49
1194,164,23.4,0.03,8,1,18,0,0.39
1195,164,21.38,0.0,8,1,19,0,0.18
1196,164,20.62,0.0,8,1,20,0,-0.21
1197,164,19.68,0.0,8,1,21,0,-0.43
1198,164,19.07,0.0,8,1,22,0,-0.75
1199,164,18.73,0.0,8,1,23,0,-0.88
1200,164,17.75,0.0,8,2,0,0,-1.06
1201,164,16.9,0.0,8,2,1,0,-1.09
1202,164,16.12,0.0,8,2,2,0,-1.1
1203,164,15.75,0.0,8,2,3,0,-1.09
1204,164,15.2,0.03,8,2,4,0,-1.02
1205,164,15.53,0.0,8,2,5,0,-0.79
1206,164,16.82,0.0,8,2,6,0,-0.14
1207,164,18.27,0.0,8,2,7,0,0.66
1208,164,20.6,0.0,8,2,8,1,0.68
1209,164,22.1,0.0,8,2,9,0,0.62
1210,164,23.57,0.0,8,2,10,0,0.91
1211,164,24.15,0.0,8,2,11,0,1.1
1212,164,24.38,0.0,8,2,12,1,1.03
1213,164,24.68,0.0,8,2,13,0,0.97
1214,164,25.03,0.0,8,2,14,2,1.01
1215,164,25.17,0.0,8,2,15,0,1.0
1216,164,25.18,0.0,8,2,16,0,1.3
1217,164,24.12,0.0,8,2,17,0,1.35
1218,164,22.8,0.03,8,2,18,0,0.85
1219,164,21.3,0.0,8,2,19,0,0.19
1220,164,19.98,0.0,8,2,20,0,-0.27
1221,164,18.5,0.0,8,2,21,0,-0.55
1222,164,18.45,0.0,8,2,22,0,-0.81
1223,164,17.8,0.0,8,2,23,0,-0.96
1224,164,17.15,0.0,8,3,0,0,-1.07
1225,164,16.57,0.0,8,3,1,0,-1.12
1226,164,15.8,0.0,8,3,2,0,-1.13
1227,164,15.15,0.0,8,3,3,0,-1.12
1228,164,15.35,0.0,8,3,4,0,-1.06
1229,164,15.32,0.0,8,3,5,0,-0.9
1230,164,17.58,0.0,8,3,6,0,-0.31
1231,164,19.85,0.0,8,3,7,0,0.56
1232,164,21.57,0.0,8,3,8,0,0.57
1233,164,23.25,0.0,8,3,9,0,0.62
1234,164,25.08,0.0,8,3,10,0,0.96
1235,164,25.48,0.0,8,3,11,0,1.14
1236,164,26.23,0.0,8,3,12,1,1.03
1237,164,25.75,0.0,8,3,13,0,0.99
1238,164,23.85,1.07,8,3,14,0,1.08
1239,164,24.5,0.1,8,3,15,0,1.09
1240,164,24.27,0.0,8,3,16,0,1.24
1241,164,23.38,0.0,8,3,17,1,1.34
1242,164,22.35,0.0,8,3,18,0,0.86
1243,164,20.68,0.0,8,3,19,0,0.29
1244,164,19.1,0.0,8,3,20,0,-0.27
1245,164,18.0,0.17,8,3,21,0,-0.51
1246,164,17.9,0.0,8,3,22,0,-0.75
1247,164,17.88,0.0,8,3,23,0,-0.93
1248,164,17.07,0.05,8,4,0,0,-1.06
1249,164,16.95,0.03,8,4,1,0,-1.11
1250,164,16.6,0.0,8,4,2,0,-1.12
1251,164,16.27,0.0,8,4,3,0,-1.13
1252,164,15.55,0.0,8,4,4,0,-1.07
1253,164,15.7,0.0,8,4,5,0,-0.91
1254,164,17.23,0.0,8,4,6,0,-0.32
1255,164,18.82,0.0,8,4,7,1,0.56
1256,164,20.43,0.0,8,4,8,1,0.65
1257,164,22.18,0.0,8,4,9,1,0.57
1258,164,23.18,0.0,8,4,10,0,0.92
1259,164,24.07,0.0,8,4,11,0,1.05
1260,164,23.7,0.1,8,4,12,0,1.03
1261,164,24.0,6.8,8,4,13,0,1.02
1262,164,24.05,0.0,8,4,14,0,1.05
1263,164,24.68,0.0,8,4,15,1,1.01
1264,164,24.45,0.0,8,4,16,0,1.35
1265,164,23.4,0.0,8,4,17,0,1.39
1266,164,22.2,0.0,8,4,18,0,0.84
1267,164,19.5,0.0,8,4,19,0,0.28
1268,164,17.65,0.0,8,4,20,0,-0.22
1269,164,16.7,0.0,8,4,21,0,-0.48
1270,164,16.15,0.0,8,4,22,0,-0.75
1271,164,14.97,0.0,8,4,23,0,-0.95
1272,164,14.92,0.04,8,5,0,0,-1.03
1273,164,14.74,0.02,8,5,1,0,-1.11
1274,164,14.54,0.0,8,5,2,0,-1.13
1275,164,14.18,0.0,8,5,3,0,-1.13
1276,164,13.94,0.0,8,5,4,0,-1.06
1277,164,14.24,0.0,8,5,5,0,-0.9
1278,164,15.76,0.0,8,5,6,1,-0.33
1279,164,17.92,0.0,8,5,7,0,0.5
1280,164,20.3,0.0,8,5,8,0,0.58
1281,164,21.94,0.0,8,5,9,0,0.61
1282,164,23.3,0.0,8,5,10,2,0.99
1283,164,24.08,0.0,8,5,11,0,1.19
1284,164,24.64,0.0,8,5,12,0,1.09
1285,164,24.64,0.0,8,5,13,0,1.05
1286,164,25.14,0.0,8,5,14,0,1.1
1287,164,24.64,0.0,8,5,15,0,1.14
1288,164,23.3,1.28,8,5,16,0,1.36
1289,164,22.84,0.0,8,5,17,0,1.5
1290,164,22.02,0.0,8,5,18,0,0.98
1291,164,19.98,0.06,8,5,19,1,0.46
1292,164,18.9,0.0,8,5,20,0,-0.11
1293,164,17.92,0.0,8,5,21,0,-0.45
1294,164,17.5,0.0,8,5,22,0,-0.71
1295,164,17.04,0.0,8,5,23,0,-0.9
1296,164,16.48,0.0,8,6,0,0,-0.9
1297,164,15.88,0.0,8,6,1,0,-1.09
1298,164,15.32,0.0,8,6,2,0,-1.11
1299,164,14.78,0.0,8,6,3,0,-1.12
1300,164,14.4,0.0,8,6,4,0,-1.07
1301,164,14.9,0.0,8,6,5,1,-0.92
1302,164,16.46,0.0,8,6,6,0,-0.4
1303,164,18.48,0.0,8,6,7,0,0.44
1304,164,20.04,0.0,8,6,8,0,0.54
1305,164,21.38,0.0,8,6,9,0,0.6
1306,164,22.16,0.0,8,6,10,0,1.03
1307,164,23.56,0.0,8,6,11,1,1.28
1308,164,24.4,0.0,8,6,12,0,1.32
1309,164,24.76,0.0,8,6,13,0,1.43
1310,164,24.62,0.06,8,6,14,1,1.74
1311,164,25.08,0.0,8,6,15,0,1.76
1312,164,24.86,0.0,8,6,16,1,1.7
1313,164,24.36,0.0,8,6,17,0,1.53
1314,164,22.76,0.0,8,6,18,0,1.12
1315,164,20.44,0.0,8,6,19,0,0.69
1316,164,19.3,0.0,8,6,20,0,0.13
1317,164,18.42,0.0,8,6,21,0,-0.19
1318,164,17.9,0.0,8,6,22,0,-0.49
1319,164,17.46,0.0,8,6,23,0,-0.72
1320,164,17.08,0.0,8,7,0,0,-0.91
1321,164,16.72,0.0,8,7,1,0,-1.03
1322,164,16.32,0.0,8,7,2,0,-1.08
1323,164,15.78,0.0,8,7,3,0,-1.12
1324,164,15.5,0.0,8,7,4,0,-1.1
1325,164,15.54,0.0,8,7,5,0,-1.06
1326,164,17.82,0.0,8,7,6,0,-0.91
1327,164,19.9,0.0,8,7,7,0,-0.77
1328,164,22.16,0.0,8,7,8,0,-0.43
1329,164,23.9,0.0,8,7,9,0,0.3
1330,164,24.92,0.0,8,7,10,1,0.99
1331,164,26.0,0.0,8,7,11,1,1.51
1332,164,25.98,0.0,8,7,12,0,1.49
1333,164,26.68,0.42,8,7,13,1,1.35
1334,164,26.98,0.04,8,7,14,2,1.43
1335,164,26.64,0.0,8,7,15,1,1.36
1336,164,26.3,0.0,8,7,16,0,0.92
1337,164,25.84,0.0,8,7,17,0,0.62
1338,164,24.58,0.0,8,7,18,1,0.43
1339,164,22.7,0.0,8,7,19,0,0.08
1340,164,21.52,0.0,8,7,20,0,-0.27
1341,164,20.62,0.0,8,7,21,0,-0.44
1342,164,20.02,0.0,8,7,22,0,-0.59
1343,164,19.38,0.0,8,7,23,0,-0.78
1344,164,13.08,0.0,9,1,0,0,-1.04
1345,164,13.2,0.0,9,1,1,0,-0.99
1346,164,13.06,0.0,9,1,2,0,-1.06
1347,164,12.78,0.0,9,1,3,0,-1.09
1348,164,12.46,0.0,9,1,4,0,-1.13
1349,164,12.28,0.0,9,1,5,0,-1.11
1350,164,13.06,0.0,9,1,6,0,-1.01
1351,164,15.62,0.0,9,1,7,0,-1.0
1352,164,17.52,0.0,9,1,8,0,-0.89
1353,164,19.4,0.0,9,1,9,0,-0.52
1354,164,20.24,0.0,9,1,10,0,0.06
1355,164,20.78,0.02,9,1,11,0,0.53
1356,164,21.4,0.02,9,1,12,0,0.73
1357,164,21.24,0.34,9,1,13,1,0.8
1358,164,21.62,0.16,9,1,14,1,1.05
1359,164,21.48,0.04,9,1,15,1,0.98
1360,164,20.72,0.0,9,1,16,2,0.65
1361,164,19.04,0.02,9,1,17,0,0.53
1362,164,17.26,0.2,9,1,18,0,0.51
1363,164,16.52,0.02,9,1,19,0,0.15
1364,164,15.62,0.02,9,1,20,0,-0.26
1365,164,14.72,0.02,9,1,21,0,-0.57
1366,164,14.18,0.16,9,1,22,0,-0.81
1367,164,13.86,0.02,9,1,23,0,-0.94
1368,164,13.3,0.12,9,2,0,0,-1.07
1369,164,13.1,0.24,9,2,1,0,-1.09
1370,164,12.84,0.08,9,2,2,0,-1.1
1371,164,12.56,0.16,9,2,3,0,-1.08
1372,164,12.0,0.12,9,2,4,0,-1.02
1373,164,11.6,0.42,9,2,5,0,-0.75
1374,164,12.1,0.46,9,2,6,0,-0.11
1375,164,13.92,1.06,9,2,7,1,0.68
1376,164,14.94,0.96,9,2,8,0,0.69
1377,164,15.9,0.44,9,2,9,0,0.6
1378,164,16.46,0.28,9,2,10,0,0.91
1379,164,17.08,0.06,9,2,11,1,1.04
1380,164,17.48,0.06,9,2,12,0,0.96
1381,164,17.9,0.0,9,2,13,0,0.86
1382,164,17.92,0.02,9,2,14,0,0.9
1383,164,17.84,0.0,9,2,15,0,0.99
1384,164,17.58,0.02,9,2,16,0,1.31
1385,164,16.5,0.0,9,2,17,1,1.37
1386,164,15.4,0.08,9,2,18,0,0.81
1387,164,14.56,0.02,9,2,19,0,0.19
1388,164,13.82,0.0,9,2,20,0,-0.34
1389,164,13.28,0.0,9,2,21,0,-0.6
1390,164,12.66,0.0,9,2,22,0,-0.82
1391,164,12.0,0.04,9,2,23,0,-0.98
1392,164,12.05,0.0,9,3,0,0,-1.05
1393,164,11.65,0.0,9,3,1,0,-1.12
1394,164,11.2,0.0,9,3,2,0,-1.13
1395,164,11.0,0.0,9,3,3,0,-1.12
1396,164,11.07,0.0,9,3,4,0,-1.07
1397,164,11.2,0.0,9,3,5,0,-0.87
1398,164,11.6,0.07,9,3,6,0,-0.29
1399,164,12.92,0.15,9,3,7,0,0.59
1400,164,13.88,0.0,9,3,8,0,0.6
1401,164,14.45,0.15,9,3,9,0,0.55
1402,164,14.82,0.15,9,3,10,1,0.88
1403,164,16.2,0.0,9,3,11,1,1.04
1404,164,16.85,0.0,9,3,12,0,0.9
1405,164,16.5,0.07,9,3,13,0,0.83
1406,164,17.25,0.3,9,3,14,0,0.91
1407,164,16.95,0.0,9,3,15,1,0.98
1408,164,16.95,0.0,9,3,16,0,1.21
1409,164,16.0,0.0,9,3,17,0,1.35
1410,164,15.53,0.0,9,3,18,0,0.83
1411,164,14.88,0.1,9,3,19,0,0.28
1412,164,13.9,0.72,9,3,20,0,-0.26
1413,164,13.73,0.23,9,3,21,0,-0.54
1414,164,13.0,0.0,9,3,22,0,-0.8
1415,164,12.67,0.0,9,3,23,0,-0.95
1416,164,12.22,0.0,9,4,0,0,-1.06
1417,164,12.15,0.0,9,4,1,0,-1.11
1418,164,11.68,0.0,9,4,2,0,-1.11
1419,164,11.15,0.0,9,4,3,0,-1.13
1420,164,10.18,0.0,9,4,4,0,-1.07
1421,164,10.02,0.0,9,4,5,0,-0.89
1422,164,10.93,0.0,9,4,6,0,-0.27
1423,164,12.38,0.0,9,4,7,1,0.58
1424,164,14.07,0.0,9,4,8,0,0.6
1425,164,16.2,0.0,9,4,9,0,0.51
1426,164,17.52,0.0,9,4,10,2,0.9
1427,164,17.9,0.0,9,4,11,0,1.02
1428,164,18.35,0.0,9,4,12,0,0.98
1429,164,19.07,0.0,9,4,13,0,0.9
1430,164,19.3,0.0,9,4,14,0,0.99
1431,164,19.8,0.0,9,4,15,0,0.97
1432,164,19.17,0.0,9,4,16,0,1.32
1433,164,18.0,0.07,9,4,17,1,1.4
1434,164,16.2,0.3,9,4,18,0,0.88
1435,164,15.1,0.05,9,4,19,0,0.26
1436,164,14.3,0.05,9,4,20,0,-0.27
1437,164,14.12,0.1,9,4,21,0,-0.54
1438,164,13.7,0.93,9,4,22,0,-0.8
1439,164,13.6,0.42,9,4,23,0,-0.97
1440,164,13.15,0.0,9,5,0,0,-1.05
1441,164,12.82,0.0,9,5,1,0,-1.12
1442,164,12.8,0.0,9,5,2,0,-1.12
1443,164,12.57,0.0,9,5,3,0,-1.13
1444,164,12.35,0.0,9,5,4,0,-1.06
1445,164,12.1,0.0,9,5,5,0,-0.88
1446,164,12.5,0.0,9,5,6,0,-0.29
1447,164,13.45,0.0,9,5,7,0,0.57
1448,164,14.02,0.0,9,5,8,0,0.66
1449,164,14.9,0.0,9,5,9,0,0.59
1450,164,16.52,0.0,9,5,10,0,0.87
1451,164,17.02,0.0,9,5,11,0,1.05
1452,164,18.1,0.0,9,5,12,0,1.05
1453,164,19.1,0.0,9,5,13,0,0.94
1454,164,19.02,0.0,9,5,14,0,1.05
1455,164,18.1,0.0,9,5,15,1,1.08
1456,164,18.27,0.03,9,5,16,0,1.32
1457,164,17.27,0.0,9,5,17,0,1.56
1458,164,15.95,0.0,9,5,18,0,0.94
1459,164,14.85,0.0,9,5,19,0,0.42
1460,164,14.27,0.0,9,5,20,0,-0.17
1461,164,13.62,0.0,9,5,21,0,-0.48
1462,164,12.62,0.0,9,5,22,0,-0.75
1463,164,11.97,0.0,9,5,23,0,-0.93
1464,164,11.55,0.0,9,6,0,0,-0.94
1465,164,11.4,0.0,9,6,1,0,-1.1
1466,164,11.35,0.0,9,6,2,0,-1.11
1467,164,11.48,0.0,9,6,3,0,-1.12
1468,164,11.28,0.0,9,6,4,0,-1.07
1469,164,11.23,0.0,9,6,5,0,-0.92
1470,164,12.03,0.0,9,6,6,0,-0.34
1471,164,13.27,0.12,9,6,7,0,0.48
1472,164,14.43,0.05,9,6,8,1,0.61
1473,164,15.75,0.03,9,6,9,0,0.59
1474,164,16.65,0.12,9,6,10,0,0.97
1475,164,17.42,0.12,9,6,11,0,1.19
1476,164,16.47,1.15,9,6,12,0,1.25
1477,164,17.0,0.53,9,6,13,1,1.37
1478,164,17.65,0.05,9,6,14,0,1.61
1479,164,17.4,0.05,9,6,15,0,1.63
1480,164,16.7,0.25,9,6,16,0,1.66
1481,164,15.8,1.45,9,6,17,1,1.43
1482,164,14.57,0.0,9,6,18,0,1.03
1483,164,13.78,0.0,9,6,19,1,0.56
1484,164,13.05,0.0,9,6,20,0,0.07
1485,164,12.57,0.0,9,6,21,0,-0.26
1486,164,12.32,0.0,9,6,22,0,-0.56
1487,164,11.9,0.0,9,6,23,0,-0.8
1488,164,11.55,0.0,9,7,0,0,-0.97
1489,164,11.4,0.0,9,7,1,0,-1.04
1490,164,11.05,0.0,9,7,2,0,-1.09
1491,164,10.55,0.0,9,7,3,0,-1.12
1492,164,10.18,0.0,9,7,4,0,-1.11
1493,164,10.15,0.0,9,7,5,0,-1.06
1494,164,11.03,0.0,9,7,6,0,-0.88
1495,164,12.03,0.0,9,7,7,0,-0.79
1496,164,14.4,0.0,9,7,8,0,-0.47
1497,164,15.98,0.07,9,7,9,0,0.18
1498,164,17.15,0.0,9,7,10,0,0.99
1499,164,17.62,0.0,9,7,11,0,1.54
1500,164,18.58,0.0,9,7,12,0,1.34
1501,164,18.9,0.0,9,7,13,0,1.35
1502,164,18.2,0.6,9,7,14,1,1.47
1503,164,18.5,0.0,9,7,15,0,1.3
1504,164,17.8,0.0,9,7,16,0,0.87
1505,164,15.65,0.03,9,7,17,0,0.73
1506,164,14.02,0.62,9,7,18,0,0.59
1507,164,12.52,0.0,9,7,19,0,0.18
1508,164,11.93,0.03,9,7,20,0,-0.19
1509,164,11.2,0.0,9,7,21,0,-0.45
1510,164,10.83,0.0,9,7,22,0,-0.69
1511,164,11.25,0.0,9,7,23,0,-0.82
1512,164,10.72,0.0,10,1,0,0,-1.07
1513,164,10.27,0.0,10,1,1,0,-1.05
1514,164,10.05,0.0,10,1,2,1,-1.07
1515,164,9.82,0.0,10,1,3,0,-1.12
1516,164,9.7,0.0,10,1,4,0,-1.13
1517,164,9.52,0.0,10,1,5,0,-1.11
1518,164,9.35,0.0,10,1,6,1,-1.04
1519,164,9.95,0.03,10,1,7,0,-0.99
1520,164,11.15,0.12,10,1,8,0,-0.89
1521,164,12.65,0.0,10,1,9,0,-0.55
1522,164,13.28,0.0,10,1,10,0,-0.04
1523,164,14.32,0.0,10,1,11,1,0.37
1524,164,14.65,0.0,10,1,12,0,0.57
1525,164,15.43,0.0,10,1,13,0,0.6
1526,164,15.3,0.0,10,1,14,0,0.82
1527,164,14.62,0.03,10,1,15,0,0.86
1528,164,13.78,0.0,10,1,16,1,0.61
1529,164,12.6,0.0,10,1,17,0,0.61
1530,164,11.62,0.0,10,1,18,0,0.48
1531,164,11.2,0.0,10,1,19,0,0.06
1532,164,10.75,0.0,10,1,20,0,-0.41
1533,164,10.45,0.0,10,1,21,0,-0.65
1534,164,10.15,0.0,10,1,22,0,-0.85
1535,164,9.82,0.0,10,1,23,0,-0.93
1536,164,9.55,0.0,10,2,0,0,-1.07
1537,164,9.45,0.0,10,2,1,0,-1.1
1538,164,9.42,0.0,10,2,2,0,-1.1
1539,164,9.05,0.0,10,2,3,0,-1.09
1540,164,8.75,0.0,10,2,4,0,-1.02
1541,164,8.5,0.0,10,2,5,0,-0.75
1542,164,8.6,0.0,10,2,6,0,-0.09
1543,164,9.12,0.0,10,2,7,0,0.63
1544,164,10.47,0.0,10,2,8,0,0.55
1545,164,11.97,0.0,10,2,9,1,0.52
1546,164,12.83,0.0,10,2,10,0,0.83
1547,164,13.38,0.0,10,2,11,0,1.04
1548,164,14.18,0.0,10,2,12,0,0.96
1549,164,14.57,0.0,10,2,13,0,0.9
1550,164,15.15,0.0,10,2,14,1,0.94
1551,164,14.47,0.0,10,2,15,0,0.93
1552,164,13.1,0.0,10,2,16,0,1.23
1553,164,11.82,0.0,10,2,17,0,1.38
1554,164,11.05,0.05,10,2,18,0,0.79
1555,164,10.43,0.0,10,2,19,0,0.14
1556,164,9.97,0.0,10,2,20,0,-0.39
1557,164,9.45,0.0,10,2,21,1,-0.69
1558,164,9.12,0.0,10,2,22,1,-0.89
1559,164,8.8,0.0,10,2,23,0,-1.0
1560,164,9.1,0.1,10,3,0,0,-1.06
1561,164,8.4,0.08,10,3,1,0,-1.12
1562,164,8.28,0.0,10,3,2,0,-1.13
1563,164,8.04,0.0,10,3,3,0,-1.12
1564,164,7.88,0.0,10,3,4,0,-1.07
1565,164,7.76,0.02,10,3,5,0,-0.89
1566,164,7.74,0.08,10,3,6,0,-0.31
1567,164,8.64,0.28,10,3,7,0,0.51
1568,164,9.94,0.64,10,3,8,0,0.51
1569,164,11.12,0.22,10,3,9,0,0.51
1570,164,12.36,0.06,10,3,10,1,0.83
1571,164,13.04,0.02,10,3,11,1,1.04
1572,164,13.7,0.24,10,3,12,0,0.98
1573,164,14.28,0.4,10,3,13,1,0.95
1574,164,13.98,0.04,10,3,14,1,0.96
1575,164,14.16,0.0,10,3,15,0,0.97
1576,164,13.38,0.0,10,3,16,0,1.22
1577,164,12.34,0.0,10,3,17,0,1.34
1578,164,11.6,0.0,10,3,18,0,0.88
1579,164,10.44,0.62,10,3,19,0,0.24
1580,164,9.6,0.64,10,3,20,0,-0.33
1581,164,9.0,0.1,10,3,21,0,-0.6
1582,164,8.26,0.08,10,3,22,0,-0.83
1583,164,8.02,0.02,10,3,23,0,-0.96
1584,164,7.58,0.0,10,4,0,0,-1.04
1585,164,6.86,0.0,10,4,1,0,-1.12
1586,164,6.7,0.0,10,4,2,0,-1.13
1587,164,6.44,0.26,10,4,3,0,-1.12
1588,164,6.16,0.24,10,4,4,0,-1.07
1589,164,6.14,0.18,10,4,5,0,-0.9
1590,164,6.04,0.7,10,4,6,0,-0.31
1591,164,6.56,0.48,10,4,7,0,0.52
1592,164,8.4,0.04,10,4,8,0,0.51
1593,164,9.96,0.0,10,4,9,1,0.47
1594,164,11.3,0.16,10,4,10,0,0.85
1595,164,12.16,0.02,10,4,11,0,1.07
1596,164,12.44,0.06,10,4,12,0,1.08
1597,164,12.46,0.14,10,4,13,0,1.03
1598,164,11.78,0.42,10,4,14,0,1.14
1599,164,11.44,0.46,10,4,15,0,1.13
1600,164,10.54,0.2,10,4,16,0,1.35
1601,164,9.66,0.22,10,4,17,0,1.48
1602,164,9.04,0.1,10,4,18,0,0.9
1603,164,8.86,0.0,10,4,19,0,0.26
1604,164,8.98,0.0,10,4,20,1,-0.25
1605,164,8.4,0.08,10,4,21,0,-0.53
1606,164,7.86,0.02,10,4,22,0,-0.75
1607,164,7.66,0.0,10,4,23,0,-0.91
1608,164,7.56,0.0,10,5,0,0,-1.05
1609,164,7.5,0.16,10,5,1,1,-1.08
1610,164,7.54,0.32,10,5,2,0,-1.11
1611,164,7.78,0.02,10,5,3,0,-1.13
1612,164,7.86,0.08,10,5,4,0,-1.09
1613,164,7.92,0.0,10,5,5,0,-0.96
1614,164,7.98,0.02,10,5,6,0,-0.58
1615,164,8.46,0.0,10,5,7,0,-0.07
1616,164,9.06,0.0,10,5,8,0,-0.08
1617,164,9.94,0.0,10,5,9,0,0.14
1618,164,10.05,0.0,10,5,10,0,0.59
1619,164,11.0,0.03,10,5,11,0,0.97
1620,164,10.8,0.0,10,5,12,0,1.01
1621,164,11.88,0.03,10,5,13,1,0.9
1622,164,11.87,0.1,10,5,14,0,0.97
1623,164,11.0,0.15,10,5,15,0,0.97
1624,164,10.03,0.0,10,5,16,0,0.99
1625,164,9.25,0.0,10,5,17,0,0.99
1626,164,8.6,0.0,10,5,18,0,0.54
1627,164,8.15,0.07,10,5,19,0,0.11
1628,164,7.43,0.0,10,5,20,0,-0.4
1629,164,6.85,0.0,10,5,21,0,-0.62
1630,164,6.77,0.0,10,5,22,0,-0.8
1631,164,6.27,0.0,10,5,23,0,-0.93
1632,164,9.3,0.0,10,6,0,0,-0.99
1633,164,9.07,0.0,10,6,1,0,-1.11
1634,164,9.1,0.0,10,6,2,0,-1.11
1635,164,9.4,0.0,10,6,3,0,-1.11
1636,164,9.3,0.0,10,6,4,0,-1.06
1637,164,9.67,0.0,10,6,5,0,-0.93
1638,164,8.83,0.0,10,6,6,0,-0.44
1639,164,-242.15,0.0,10,6,7,0,0.23
1640,164,-241.07,0.0,10,6,8,0,0.23
1641,164,13.25,0.0,10,6,9,0,0.4
1642,164,14.2,0.07,10,6,10,1,0.95
1643,164,15.0,0.0,10,6,11,0,1.2
1644,164,15.25,0.0,10,6,12,0,1.25
1645,164,15.5,0.0,10,6,13,0,1.34
1646,164,15.38,0.0,10,6,14,0,1.45
1647,164,14.77,0.0,10,6,15,1,1.54
1648,164,14.38,0.0,10,6,16,0,1.49
1649,164,13.55,0.03,10,6,17,0,1.22
1650,164,13.0,0.05,10,6,18,0,0.86
1651,164,11.72,0.45,10,6,19,0,0.4
1652,164,11.5,0.58,10,6,20,0,-0.15
1653,164,11.2,0.12,10,6,21,0,-0.45
1654,164,11.05,0.17,10,6,22,0,-0.68
1655,164,10.83,0.12,10,6,23,0,-0.83
1656,164,10.92,0.28,10,7,0,0,-1.0
1657,164,10.9,0.2,10,7,1,0,-1.06
1658,164,10.7,0.15,10,7,2,0,-1.1
1659,164,10.53,0.07,10,7,3,0,-1.11
1660,164,10.38,0.05,10,7,4,0,-1.1
1661,164,10.22,0.12,10,7,5,0,-1.06
1662,164,10.32,0.07,10,7,6,0,-0.9
1663,164,10.95,0.0,10,7,7,0,-0.82
1664,164,11.95,0.0,10,7,8,0,-0.55
1665,164,12.75,0.0,10,7,9,0,-0.01
1666,164,13.88,0.05,10,7,10,1,0.73
1667,164,14.62,0.0,10,7,11,0,1.28
1668,164,15.27,0.0,10,7,12,0,1.3
1669,164,15.4,0.0,10,7,13,0,1.19
1670,164,15.35,0.03,10,7,14,0,1.24
1671,164,15.3,0.0,10,7,15,0,1.17
1672,164,14.2,0.0,10,7,16,0,0.79
1673,164,13.73,0.0,10,7,17,0,0.6
1674,164,13.25,0.0,10,7,18,0,0.47
